"","ensembl_gene_id","external_gene_name","gene_biotype"
"NA.661",NA,NA,NA
"NA.662",NA,NA,NA
"NA.663",NA,NA,NA
"NA.664",NA,NA,NA
"NA.665",NA,NA,NA
"NA.666",NA,NA,NA
"NA.667",NA,NA,NA
"NA.668",NA,NA,NA
"NA.669",NA,NA,NA
"NA.670",NA,NA,NA
"NA.671",NA,NA,NA
"NA.672",NA,NA,NA
"NA.673",NA,NA,NA
"NA.674",NA,NA,NA
"NA.675",NA,NA,NA
"NA.676",NA,NA,NA
"NA.677",NA,NA,NA
"NA.678",NA,NA,NA
"NA.679",NA,NA,NA
"NA.680",NA,NA,NA
"NA.681",NA,NA,NA
"NA.682",NA,NA,NA
"NA.683",NA,NA,NA
"NA.684",NA,NA,NA
"NA.685",NA,NA,NA
"NA.686",NA,NA,NA
"NA.687",NA,NA,NA
"NA.688",NA,NA,NA
"NA.689",NA,NA,NA
"NA.690",NA,NA,NA
"NA.691",NA,NA,NA
"NA.692",NA,NA,NA
"NA.693",NA,NA,NA
"NA.694",NA,NA,NA
"NA.695",NA,NA,NA
"NA.696",NA,NA,NA
"NA.697",NA,NA,NA
"NA.698",NA,NA,NA
"NA.699",NA,NA,NA
"NA.700",NA,NA,NA
"NA.701",NA,NA,NA
"NA.702",NA,NA,NA
"NA.703",NA,NA,NA
"NA.704",NA,NA,NA
"NA.705",NA,NA,NA
"NA.706",NA,NA,NA
"NA.707",NA,NA,NA
"NA.708",NA,NA,NA
"NA.709",NA,NA,NA
"NA.710",NA,NA,NA
"NA.711",NA,NA,NA
"NA.712",NA,NA,NA
"NA.713",NA,NA,NA
"NA.714",NA,NA,NA
"NA.715",NA,NA,NA
"NA.716",NA,NA,NA
"NA.717",NA,NA,NA
"NA.718",NA,NA,NA
"NA.719",NA,NA,NA
"NA.720",NA,NA,NA
"NA.721",NA,NA,NA
"NA.722",NA,NA,NA
"NA.723",NA,NA,NA
"NA.724",NA,NA,NA
"NA.725",NA,NA,NA
"NA.726",NA,NA,NA
"NA.727",NA,NA,NA
"NA.728",NA,NA,NA
"NA.729",NA,NA,NA
"NA.730",NA,NA,NA
"NA.731",NA,NA,NA
"NA.732",NA,NA,NA
"NA.733",NA,NA,NA
"NA.734",NA,NA,NA
"NA.735",NA,NA,NA
"NA.736",NA,NA,NA
"NA.737",NA,NA,NA
"NA.738",NA,NA,NA
"NA.739",NA,NA,NA
"NA.740",NA,NA,NA
"NA.741",NA,NA,NA
"NA.742",NA,NA,NA
"NA.743",NA,NA,NA
"NA.744",NA,NA,NA
"NA.745",NA,NA,NA
"NA.746",NA,NA,NA
"NA.747",NA,NA,NA
"NA.748",NA,NA,NA
"NA.749",NA,NA,NA
"NA.750",NA,NA,NA
"NA.751",NA,NA,NA
"NA.752",NA,NA,NA
"NA.753",NA,NA,NA
"NA.754",NA,NA,NA
"NA.755",NA,NA,NA
"NA.756",NA,NA,NA
"NA.757",NA,NA,NA
"NA.758",NA,NA,NA
"NA.759",NA,NA,NA
"NA.760",NA,NA,NA
"NA.761",NA,NA,NA
"NA.762",NA,NA,NA
"NA.763",NA,NA,NA
"NA.764",NA,NA,NA
"NA.765",NA,NA,NA
"NA.766",NA,NA,NA
"NA.767",NA,NA,NA
"NA.768",NA,NA,NA
"NA.769",NA,NA,NA
"NA.770",NA,NA,NA
"NA.771",NA,NA,NA
"NA.772",NA,NA,NA
"NA.773",NA,NA,NA
"NA.774",NA,NA,NA
"NA.775",NA,NA,NA
"NA.776",NA,NA,NA
"NA.777",NA,NA,NA
"NA.778",NA,NA,NA
"NA.779",NA,NA,NA
"NA.780",NA,NA,NA
"NA.781",NA,NA,NA
"NA.782",NA,NA,NA
"NA.783",NA,NA,NA
"NA.784",NA,NA,NA
"NA.785",NA,NA,NA
"NA.786",NA,NA,NA
"NA.787",NA,NA,NA
"NA.788",NA,NA,NA
"NA.789",NA,NA,NA
"NA.790",NA,NA,NA
"NA.791",NA,NA,NA
"NA.792",NA,NA,NA
"NA.793",NA,NA,NA
"NA.794",NA,NA,NA
"NA.795",NA,NA,NA
"NA.796",NA,NA,NA
"NA.797",NA,NA,NA
"NA.798",NA,NA,NA
"NA.799",NA,NA,NA
"NA.800",NA,NA,NA
"NA.801",NA,NA,NA
"NA.802",NA,NA,NA
"NA.803",NA,NA,NA
"NA.804",NA,NA,NA
"NA.805",NA,NA,NA
"NA.806",NA,NA,NA
"NA.807",NA,NA,NA
"NA.808",NA,NA,NA
"NA.809",NA,NA,NA
"NA.810",NA,NA,NA
"NA.811",NA,NA,NA
"NA.812",NA,NA,NA
"NA.813",NA,NA,NA
"NA.814",NA,NA,NA
"NA.815",NA,NA,NA
"NA.816",NA,NA,NA
"NA.817",NA,NA,NA
"NA.818",NA,NA,NA
"NA.819",NA,NA,NA
"NA.820",NA,NA,NA
"NA.821",NA,NA,NA
"NA.822",NA,NA,NA
"NA.823",NA,NA,NA
"NA.824",NA,NA,NA
"NA.825",NA,NA,NA
"NA.826",NA,NA,NA
"NA.827",NA,NA,NA
"NA.828",NA,NA,NA
"NA.829",NA,NA,NA
"NA.830",NA,NA,NA
"NA.831",NA,NA,NA
"NA.832",NA,NA,NA
"NA.833",NA,NA,NA
"NA.834",NA,NA,NA
"NA.835",NA,NA,NA
"NA.836",NA,NA,NA
"NA.837",NA,NA,NA
"NA.838",NA,NA,NA
"NA.839",NA,NA,NA
"NA.840",NA,NA,NA
"NA.841",NA,NA,NA
"NA.842",NA,NA,NA
"NA.843",NA,NA,NA
"NA.844",NA,NA,NA
"NA.845",NA,NA,NA
"NA.846",NA,NA,NA
"NA.847",NA,NA,NA
"NA.848",NA,NA,NA
"NA.849",NA,NA,NA
"NA.850",NA,NA,NA
"NA.851",NA,NA,NA
"NA.852",NA,NA,NA
"NA.853",NA,NA,NA
"NA.854",NA,NA,NA
"NA.855",NA,NA,NA
"NA.856",NA,NA,NA
"NA.857",NA,NA,NA
"NA.858",NA,NA,NA
"NA.859",NA,NA,NA
"NA.860",NA,NA,NA
"NA.861",NA,NA,NA
"NA.862",NA,NA,NA
"NA.863",NA,NA,NA
"NA.864",NA,NA,NA
"NA.865",NA,NA,NA
"NA.866",NA,NA,NA
"NA.867",NA,NA,NA
"NA.868",NA,NA,NA
"NA.869",NA,NA,NA
"NA.870",NA,NA,NA
"NA.871",NA,NA,NA
"NA.872",NA,NA,NA
"NA.873",NA,NA,NA
"NA.874",NA,NA,NA
"NA.875",NA,NA,NA
"NA.876",NA,NA,NA
"NA.877",NA,NA,NA
"NA.878",NA,NA,NA
"NA.879",NA,NA,NA
"NA.880",NA,NA,NA
"NA.881",NA,NA,NA
"NA.882",NA,NA,NA
"NA.883",NA,NA,NA
"NA.884",NA,NA,NA
"NA.885",NA,NA,NA
"NA.886",NA,NA,NA
"NA.887",NA,NA,NA
"NA.888",NA,NA,NA
"NA.889",NA,NA,NA
"NA.890",NA,NA,NA
"NA.891",NA,NA,NA
"NA.892",NA,NA,NA
"NA.893",NA,NA,NA
"NA.894",NA,NA,NA
"NA.895",NA,NA,NA
"NA.896",NA,NA,NA
"NA.897",NA,NA,NA
"NA.898",NA,NA,NA
"NA.899",NA,NA,NA
"NA.900",NA,NA,NA
"NA.901",NA,NA,NA
"NA.902",NA,NA,NA
"NA.903",NA,NA,NA
"NA.904",NA,NA,NA
"NA.905",NA,NA,NA
"NA.906",NA,NA,NA
"NA.907",NA,NA,NA
"NA.908",NA,NA,NA
"NA.909",NA,NA,NA
"NA.910",NA,NA,NA
"NA.911",NA,NA,NA
"NA.912",NA,NA,NA
"NA.913",NA,NA,NA
"NA.914",NA,NA,NA
"NA.915",NA,NA,NA
"NA.916",NA,NA,NA
"NA.917",NA,NA,NA
"NA.918",NA,NA,NA
"NA.919",NA,NA,NA
"NA.920",NA,NA,NA
"NA.921",NA,NA,NA
"NA.922",NA,NA,NA
"NA.923",NA,NA,NA
"NA.924",NA,NA,NA
"NA.925",NA,NA,NA
"NA.926",NA,NA,NA
"NA.927",NA,NA,NA
"NA.928",NA,NA,NA
"NA.929",NA,NA,NA
"NA.930",NA,NA,NA
"NA.931",NA,NA,NA
"NA.932",NA,NA,NA
"NA.933",NA,NA,NA
"NA.934",NA,NA,NA
"NA.935",NA,NA,NA
"NA.936",NA,NA,NA
"NA.937",NA,NA,NA
"NA.938",NA,NA,NA
"NA.939",NA,NA,NA
"NA.940",NA,NA,NA
"NA.941",NA,NA,NA
"NA.942",NA,NA,NA
"NA.943",NA,NA,NA
"NA.944",NA,NA,NA
"NA.945",NA,NA,NA
"NA.946",NA,NA,NA
"NA.947",NA,NA,NA
"NA.948",NA,NA,NA
"NA.949",NA,NA,NA
"NA.950",NA,NA,NA
"NA.951",NA,NA,NA
"NA.952",NA,NA,NA
"NA.953",NA,NA,NA
"NA.954",NA,NA,NA
"NA.955",NA,NA,NA
"NA.956",NA,NA,NA
"NA.957",NA,NA,NA
"NA.958",NA,NA,NA
"NA.959",NA,NA,NA
"NA.960",NA,NA,NA
"NA.961",NA,NA,NA
"NA.962",NA,NA,NA
"NA.963",NA,NA,NA
"NA.964",NA,NA,NA
"NA.965",NA,NA,NA
"NA.966",NA,NA,NA
"NA.967",NA,NA,NA
"NA.968",NA,NA,NA
"NA.969",NA,NA,NA
"NA.970",NA,NA,NA
"NA.971",NA,NA,NA
"NA.972",NA,NA,NA
"NA.973",NA,NA,NA
"NA.974",NA,NA,NA
"NA.975",NA,NA,NA
"NA.976",NA,NA,NA
"NA.977",NA,NA,NA
"NA.978",NA,NA,NA
"NA.979",NA,NA,NA
"NA.980",NA,NA,NA
"NA.981",NA,NA,NA
"NA.982",NA,NA,NA
"NA.983",NA,NA,NA
"NA.984",NA,NA,NA
"NA.985",NA,NA,NA
"NA.986",NA,NA,NA
"NA.987",NA,NA,NA
"NA.988",NA,NA,NA
"NA.989",NA,NA,NA
"NA.990",NA,NA,NA
"NA.991",NA,NA,NA
"NA.992",NA,NA,NA
"NA.993",NA,NA,NA
"NA.994",NA,NA,NA
"NA.995",NA,NA,NA
"NA.996",NA,NA,NA
"NA.997",NA,NA,NA
"NA.998",NA,NA,NA
"NA.999",NA,NA,NA
"NA.1000",NA,NA,NA
"NA.1001",NA,NA,NA
"NA.1002",NA,NA,NA
"NA.1003",NA,NA,NA
"NA.1004",NA,NA,NA
"NA.1005",NA,NA,NA
"NA.1006",NA,NA,NA
"NA.1007",NA,NA,NA
"NA.1008",NA,NA,NA
"NA.1009",NA,NA,NA
"NA.1010",NA,NA,NA
"NA.1011",NA,NA,NA
"NA.1012",NA,NA,NA
"NA.1013",NA,NA,NA
"NA.1014",NA,NA,NA
"NA.1015",NA,NA,NA
"NA.1016",NA,NA,NA
"NA.1017",NA,NA,NA
"NA.1018",NA,NA,NA
"NA.1019",NA,NA,NA
"NA.1020",NA,NA,NA
"NA.1021",NA,NA,NA
"NA.1022",NA,NA,NA
"NA.1023",NA,NA,NA
"NA.1024",NA,NA,NA
"NA.1025",NA,NA,NA
"NA.1026",NA,NA,NA
"NA.1027",NA,NA,NA
"NA.1028",NA,NA,NA
"NA.1029",NA,NA,NA
"NA.1030",NA,NA,NA
"NA.1031",NA,NA,NA
"NA.1032",NA,NA,NA
"NA.1033",NA,NA,NA
"NA.1034",NA,NA,NA
"NA.1035",NA,NA,NA
"NA.1036",NA,NA,NA
"NA.1037",NA,NA,NA
"NA.1038",NA,NA,NA
"NA.1039",NA,NA,NA
"NA.1040",NA,NA,NA
"NA.1041",NA,NA,NA
"NA.1042",NA,NA,NA
"NA.1043",NA,NA,NA
"NA.1044",NA,NA,NA
"NA.1045",NA,NA,NA
"NA.1046",NA,NA,NA
"NA.1047",NA,NA,NA
"NA.1048",NA,NA,NA
"NA.1049",NA,NA,NA
"NA.1050",NA,NA,NA
"NA.1051",NA,NA,NA
"NA.1052",NA,NA,NA
"NA.1053",NA,NA,NA
"NA.1054",NA,NA,NA
"NA.1055",NA,NA,NA
"NA.1056",NA,NA,NA
"NA.1057",NA,NA,NA
"NA.1058",NA,NA,NA
"NA.1059",NA,NA,NA
"NA.1060",NA,NA,NA
"NA.1061",NA,NA,NA
"NA.1062",NA,NA,NA
"NA.1063",NA,NA,NA
"NA.1064",NA,NA,NA
"NA.1065",NA,NA,NA
"NA.1066",NA,NA,NA
"NA.1067",NA,NA,NA
"NA.1068",NA,NA,NA
"NA.1069",NA,NA,NA
"NA.1070",NA,NA,NA
"NA.1071",NA,NA,NA
"NA.1072",NA,NA,NA
"NA.1073",NA,NA,NA
"NA.1074",NA,NA,NA
"NA.1075",NA,NA,NA
"NA.1076",NA,NA,NA
"NA.1077",NA,NA,NA
"NA.1078",NA,NA,NA
"NA.1079",NA,NA,NA
"NA.1080",NA,NA,NA
"NA.1081",NA,NA,NA
"NA.1082",NA,NA,NA
"NA.1083",NA,NA,NA
"NA.1084",NA,NA,NA
"NA.1085",NA,NA,NA
"NA.1086",NA,NA,NA
"NA.1087",NA,NA,NA
"NA.1088",NA,NA,NA
"NA.1089",NA,NA,NA
"NA.1090",NA,NA,NA
"NA.1091",NA,NA,NA
"NA.1092",NA,NA,NA
"NA.1093",NA,NA,NA
"NA.1094",NA,NA,NA
"NA.1095",NA,NA,NA
"NA.1096",NA,NA,NA
"NA.1097",NA,NA,NA
"NA.1098",NA,NA,NA
"NA.1099",NA,NA,NA
"NA.1100",NA,NA,NA
"NA.1101",NA,NA,NA
"NA.1102",NA,NA,NA
"NA.1103",NA,NA,NA
"NA.1104",NA,NA,NA
"NA.1105",NA,NA,NA
"NA.1106",NA,NA,NA
"NA.1107",NA,NA,NA
"NA.1108",NA,NA,NA
"NA.1109",NA,NA,NA
"NA.1110",NA,NA,NA
"NA.1111",NA,NA,NA
"NA.1112",NA,NA,NA
"NA.1113",NA,NA,NA
"NA.1114",NA,NA,NA
"NA.1115",NA,NA,NA
"NA.1116",NA,NA,NA
"NA.1117",NA,NA,NA
"NA.1118",NA,NA,NA
"NA.1119",NA,NA,NA
"NA.1120",NA,NA,NA
"NA.1121",NA,NA,NA
"NA.1122",NA,NA,NA
"NA.1123",NA,NA,NA
"NA.1124",NA,NA,NA
"NA.1125",NA,NA,NA
"NA.1126",NA,NA,NA
"NA.1127",NA,NA,NA
"NA.1128",NA,NA,NA
"NA.1129",NA,NA,NA
"NA.1130",NA,NA,NA
"NA.1131",NA,NA,NA
"NA.1132",NA,NA,NA
"NA.1133",NA,NA,NA
"NA.1134",NA,NA,NA
"NA.1135",NA,NA,NA
"NA.1136",NA,NA,NA
"NA.1137",NA,NA,NA
"NA.1138",NA,NA,NA
"NA.1139",NA,NA,NA
"NA.1140",NA,NA,NA
"NA.1141",NA,NA,NA
"NA.1142",NA,NA,NA
"NA.1143",NA,NA,NA
"NA.1144",NA,NA,NA
"NA.1145",NA,NA,NA
"NA.1146",NA,NA,NA
"NA.1147",NA,NA,NA
"NA.1148",NA,NA,NA
"NA.1149",NA,NA,NA
"NA.1150",NA,NA,NA
"NA.1151",NA,NA,NA
"NA.1152",NA,NA,NA
"NA.1153",NA,NA,NA
"NA.1154",NA,NA,NA
"NA.1155",NA,NA,NA
"NA.1156",NA,NA,NA
"NA.1157",NA,NA,NA
"NA.1158",NA,NA,NA
"NA.1159",NA,NA,NA
"NA.1160",NA,NA,NA
"NA.1161",NA,NA,NA
"NA.1162",NA,NA,NA
"NA.1163",NA,NA,NA
"NA.1164",NA,NA,NA
"NA.1165",NA,NA,NA
"NA.1166",NA,NA,NA
"NA.1167",NA,NA,NA
"NA.1168",NA,NA,NA
"NA.1169",NA,NA,NA
"NA.1170",NA,NA,NA
"NA.1171",NA,NA,NA
"NA.1172",NA,NA,NA
"NA.1173",NA,NA,NA
"NA.1174",NA,NA,NA
"NA.1175",NA,NA,NA
"NA.1176",NA,NA,NA
"NA.1177",NA,NA,NA
"NA.1178",NA,NA,NA
"NA.1179",NA,NA,NA
"NA.1180",NA,NA,NA
"NA.1181",NA,NA,NA
"NA.1182",NA,NA,NA
"NA.1183",NA,NA,NA
"NA.1184",NA,NA,NA
"NA.1185",NA,NA,NA
"NA.1186",NA,NA,NA
"NA.1187",NA,NA,NA
"NA.1188",NA,NA,NA
"NA.1189",NA,NA,NA
"NA.1190",NA,NA,NA
"NA.1191",NA,NA,NA
"NA.1192",NA,NA,NA
"NA.1193",NA,NA,NA
"NA.1194",NA,NA,NA
"NA.1195",NA,NA,NA
"NA.1196",NA,NA,NA
"NA.1197",NA,NA,NA
"NA.1198",NA,NA,NA
"NA.1199",NA,NA,NA
"NA.1200",NA,NA,NA
"NA.1201",NA,NA,NA
"NA.1202",NA,NA,NA
"NA.1203",NA,NA,NA
"NA.1204",NA,NA,NA
"NA.1205",NA,NA,NA
"NA.1206",NA,NA,NA
"NA.1207",NA,NA,NA
"NA.1208",NA,NA,NA
"NA.1209",NA,NA,NA
"NA.1210",NA,NA,NA
"NA.1211",NA,NA,NA
"NA.1212",NA,NA,NA
"NA.1213",NA,NA,NA
"NA.1214",NA,NA,NA
"NA.1215",NA,NA,NA
"NA.1216",NA,NA,NA
"NA.1217",NA,NA,NA
"NA.1218",NA,NA,NA
"NA.1219",NA,NA,NA
"NA.1220",NA,NA,NA
"NA.1221",NA,NA,NA
"NA.1222",NA,NA,NA
"NA.1223",NA,NA,NA
"NA.1224",NA,NA,NA
"NA.1225",NA,NA,NA
"NA.1226",NA,NA,NA
"NA.1227",NA,NA,NA
"NA.1228",NA,NA,NA
"NA.1229",NA,NA,NA
"NA.1230",NA,NA,NA
"NA.1231",NA,NA,NA
"NA.1232",NA,NA,NA
"NA.1233",NA,NA,NA
"NA.1234",NA,NA,NA
"NA.1235",NA,NA,NA
"NA.1236",NA,NA,NA
"NA.1237",NA,NA,NA
"NA.1238",NA,NA,NA
"NA.1239",NA,NA,NA
"NA.1240",NA,NA,NA
"NA.1241",NA,NA,NA
"NA.1242",NA,NA,NA
"NA.1243",NA,NA,NA
"NA.1244",NA,NA,NA
"NA.1245",NA,NA,NA
"NA.1246",NA,NA,NA
"NA.1247",NA,NA,NA
"NA.1248",NA,NA,NA
"NA.1249",NA,NA,NA
"NA.1250",NA,NA,NA
"NA.1251",NA,NA,NA
"NA.1252",NA,NA,NA
"NA.1253",NA,NA,NA
"NA.1254",NA,NA,NA
"NA.1255",NA,NA,NA
"NA.1256",NA,NA,NA
"NA.1257",NA,NA,NA
"NA.1258",NA,NA,NA
"NA.1259",NA,NA,NA
"NA.1260",NA,NA,NA
"NA.1261",NA,NA,NA
"NA.1262",NA,NA,NA
"NA.1263",NA,NA,NA
"NA.1264",NA,NA,NA
"NA.1265",NA,NA,NA
"NA.1266",NA,NA,NA
"NA.1267",NA,NA,NA
"NA.1268",NA,NA,NA
"NA.1269",NA,NA,NA
"NA.1270",NA,NA,NA
"NA.1271",NA,NA,NA
"NA.1272",NA,NA,NA
"NA.1273",NA,NA,NA
"NA.1274",NA,NA,NA
"NA.1275",NA,NA,NA
"NA.1276",NA,NA,NA
"NA.1277",NA,NA,NA
"NA.1278",NA,NA,NA
"NA.1279",NA,NA,NA
"NA.1280",NA,NA,NA
"NA.1281",NA,NA,NA
"NA.1282",NA,NA,NA
"NA.1283",NA,NA,NA
"NA.1284",NA,NA,NA
"NA.1285",NA,NA,NA
"NA.1286",NA,NA,NA
"NA.1287",NA,NA,NA
"NA.1288",NA,NA,NA
"NA.1289",NA,NA,NA
"NA.1290",NA,NA,NA
"NA.1291",NA,NA,NA
"NA.1292",NA,NA,NA
"NA.1293",NA,NA,NA
"NA.1294",NA,NA,NA
"NA.1295",NA,NA,NA
"NA.1296",NA,NA,NA
"NA.1297",NA,NA,NA
"NA.1298",NA,NA,NA
"NA.1299",NA,NA,NA
"NA.1300",NA,NA,NA
"NA.1301",NA,NA,NA
"NA.1302",NA,NA,NA
"NA.1303",NA,NA,NA
"NA.1304",NA,NA,NA
"NA.1305",NA,NA,NA
"NA.1306",NA,NA,NA
"NA.1307",NA,NA,NA
"NA.1308",NA,NA,NA
"NA.1309",NA,NA,NA
"NA.1310",NA,NA,NA
"NA.1311",NA,NA,NA
"NA.1312",NA,NA,NA
"NA.1313",NA,NA,NA
"NA.1314",NA,NA,NA
"NA.1315",NA,NA,NA
"NA.1316",NA,NA,NA
"NA.1317",NA,NA,NA
"NA.1318",NA,NA,NA
"NA.1319",NA,NA,NA
"NA.1320",NA,NA,NA
"NA.1321",NA,NA,NA
"NA.1322",NA,NA,NA
"NA.1323",NA,NA,NA
"NA.1324",NA,NA,NA
"NA.1325",NA,NA,NA
"NA.1326",NA,NA,NA
"NA.1327",NA,NA,NA
"NA.1328",NA,NA,NA
"NA.1329",NA,NA,NA
"NA.1330",NA,NA,NA
"NA.1331",NA,NA,NA
"NA.1332",NA,NA,NA
"NA.1333",NA,NA,NA
"NA.1334",NA,NA,NA
"NA.1335",NA,NA,NA
"NA.1336",NA,NA,NA
"NA.1337",NA,NA,NA
"NA.1338",NA,NA,NA
"NA.1339",NA,NA,NA
"NA.1340",NA,NA,NA
"NA.1341",NA,NA,NA
"NA.1342",NA,NA,NA
"NA.1343",NA,NA,NA
"NA.1344",NA,NA,NA
"NA.1345",NA,NA,NA
"NA.1346",NA,NA,NA
"NA.1347",NA,NA,NA
"NA.1348",NA,NA,NA
"NA.1349",NA,NA,NA
"NA.1350",NA,NA,NA
"NA.1351",NA,NA,NA
"NA.1352",NA,NA,NA
"NA.1353",NA,NA,NA
"NA.1354",NA,NA,NA
"NA.1355",NA,NA,NA
"NA.1356",NA,NA,NA
"NA.1357",NA,NA,NA
"NA.1358",NA,NA,NA
"NA.1359",NA,NA,NA
"NA.1360",NA,NA,NA
"NA.1361",NA,NA,NA
"NA.1362",NA,NA,NA
"NA.1363",NA,NA,NA
"NA.1364",NA,NA,NA
"NA.1365",NA,NA,NA
"NA.1366",NA,NA,NA
"NA.1367",NA,NA,NA
"NA.1368",NA,NA,NA
"NA.1369",NA,NA,NA
"NA.1370",NA,NA,NA
"NA.1371",NA,NA,NA
"NA.1372",NA,NA,NA
"NA.1373",NA,NA,NA
"NA.1374",NA,NA,NA
"NA.1375",NA,NA,NA
"NA.1376",NA,NA,NA
"NA.1377",NA,NA,NA
"NA.1378",NA,NA,NA
"NA.1379",NA,NA,NA
"NA.1380",NA,NA,NA
"NA.1381",NA,NA,NA
"NA.1382",NA,NA,NA
"NA.1383",NA,NA,NA
"NA.1384",NA,NA,NA
"NA.1385",NA,NA,NA
"NA.1386",NA,NA,NA
"NA.1387",NA,NA,NA
"NA.1388",NA,NA,NA
"NA.1389",NA,NA,NA
"NA.1390",NA,NA,NA
"NA.1391",NA,NA,NA
"NA.1392",NA,NA,NA
"NA.1393",NA,NA,NA
"NA.1394",NA,NA,NA
"NA.1395",NA,NA,NA
"NA.1396",NA,NA,NA
"NA.1397",NA,NA,NA
"NA.1398",NA,NA,NA
"NA.1399",NA,NA,NA
"NA.1400",NA,NA,NA
"NA.1401",NA,NA,NA
"NA.1402",NA,NA,NA
"NA.1403",NA,NA,NA
"NA.1404",NA,NA,NA
"NA.1405",NA,NA,NA
"NA.1406",NA,NA,NA
"NA.1407",NA,NA,NA
"NA.1408",NA,NA,NA
"NA.1409",NA,NA,NA
"NA.1410",NA,NA,NA
"NA.1411",NA,NA,NA
"NA.1412",NA,NA,NA
"NA.1413",NA,NA,NA
"NA.1414",NA,NA,NA
"NA.1415",NA,NA,NA
"NA.1416",NA,NA,NA
"NA.1417",NA,NA,NA
"NA.1418",NA,NA,NA
"NA.1419",NA,NA,NA
"NA.1420",NA,NA,NA
"NA.1421",NA,NA,NA
"NA.1422",NA,NA,NA
"NA.1423",NA,NA,NA
"NA.1424",NA,NA,NA
"NA.1425",NA,NA,NA
"NA.1426",NA,NA,NA
"NA.1427",NA,NA,NA
"NA.1428",NA,NA,NA
"NA.1429",NA,NA,NA
"NA.1430",NA,NA,NA
"NA.1431",NA,NA,NA
"NA.1432",NA,NA,NA
"NA.1433",NA,NA,NA
"NA.1434",NA,NA,NA
"NA.1435",NA,NA,NA
"NA.1436",NA,NA,NA
"NA.1437",NA,NA,NA
"NA.1438",NA,NA,NA
"NA.1439",NA,NA,NA
"NA.1440",NA,NA,NA
"NA.1441",NA,NA,NA
"NA.1442",NA,NA,NA
"NA.1443",NA,NA,NA
"NA.1444",NA,NA,NA
"NA.1445",NA,NA,NA
"NA.1446",NA,NA,NA
"NA.1447",NA,NA,NA
"NA.1448",NA,NA,NA
"NA.1449",NA,NA,NA
"NA.1450",NA,NA,NA
"NA.1451",NA,NA,NA
"NA.1452",NA,NA,NA
"NA.1453",NA,NA,NA
"NA.1454",NA,NA,NA
"NA.1455",NA,NA,NA
"NA.1456",NA,NA,NA
"NA.1457",NA,NA,NA
"NA.1458",NA,NA,NA
"NA.1459",NA,NA,NA
"NA.1460",NA,NA,NA
"NA.1461",NA,NA,NA
"NA.1462",NA,NA,NA
"NA.1463",NA,NA,NA
"NA.1464",NA,NA,NA
"NA.1465",NA,NA,NA
"NA.1466",NA,NA,NA
"NA.1467",NA,NA,NA
"NA.1468",NA,NA,NA
"NA.1469",NA,NA,NA
"NA.1470",NA,NA,NA
"NA.1471",NA,NA,NA
"NA.1472",NA,NA,NA
"NA.1473",NA,NA,NA
"NA.1474",NA,NA,NA
"NA.1475",NA,NA,NA
"NA.1476",NA,NA,NA
"NA.1477",NA,NA,NA
"NA.1478",NA,NA,NA
"NA.1479",NA,NA,NA
"NA.1480",NA,NA,NA
"NA.1481",NA,NA,NA
"NA.1482",NA,NA,NA
"NA.1483",NA,NA,NA
"NA.1484",NA,NA,NA
"NA.1485",NA,NA,NA
"NA.1486",NA,NA,NA
"NA.1487",NA,NA,NA
"NA.1488",NA,NA,NA
"NA.1489",NA,NA,NA
"NA.1490",NA,NA,NA
"NA.1491",NA,NA,NA
"NA.1492",NA,NA,NA
"NA.1493",NA,NA,NA
"NA.1494",NA,NA,NA
"NA.1495",NA,NA,NA
"NA.1496",NA,NA,NA
"NA.1497",NA,NA,NA
"NA.1498",NA,NA,NA
"NA.1499",NA,NA,NA
"NA.1500",NA,NA,NA
"NA.1501",NA,NA,NA
"NA.1502",NA,NA,NA
"NA.1503",NA,NA,NA
"NA.1504",NA,NA,NA
"NA.1505",NA,NA,NA
"NA.1506",NA,NA,NA
"NA.1507",NA,NA,NA
"NA.1508",NA,NA,NA
"NA.1509",NA,NA,NA
"NA.1510",NA,NA,NA
"NA.1511",NA,NA,NA
"NA.1512",NA,NA,NA
"NA.1513",NA,NA,NA
"NA.1514",NA,NA,NA
"NA.1515",NA,NA,NA
"NA.1516",NA,NA,NA
"NA.1517",NA,NA,NA
"NA.1518",NA,NA,NA
"NA.1519",NA,NA,NA
"NA.1520",NA,NA,NA
"NA.1521",NA,NA,NA
"NA.1522",NA,NA,NA
"NA.1523",NA,NA,NA
"NA.1524",NA,NA,NA
"NA.1525",NA,NA,NA
"NA.1526",NA,NA,NA
"NA.1527",NA,NA,NA
"NA.1528",NA,NA,NA
"NA.1529",NA,NA,NA
"NA.1530",NA,NA,NA
"NA.1531",NA,NA,NA
"NA.1532",NA,NA,NA
"NA.1533",NA,NA,NA
"NA.1534",NA,NA,NA
"NA.1535",NA,NA,NA
"NA.1536",NA,NA,NA
"NA.1537",NA,NA,NA
"NA.1538",NA,NA,NA
"NA.1539",NA,NA,NA
"NA.1540",NA,NA,NA
"NA.1541",NA,NA,NA
"NA.1542",NA,NA,NA
"NA.1543",NA,NA,NA
"NA.1544",NA,NA,NA
"NA.1545",NA,NA,NA
"NA.1546",NA,NA,NA
"NA.1547",NA,NA,NA
"NA.1548",NA,NA,NA
"NA.1549",NA,NA,NA
"NA.1550",NA,NA,NA
"NA.1551",NA,NA,NA
"NA.1552",NA,NA,NA
"NA.1553",NA,NA,NA
"NA.1554",NA,NA,NA
